Time,Interval (mins),Complete,Phase C-A Min Volts,Phase C-A Avg Volts,Phase C-A Max Volts,Phase A Min Amps,Phase A Avg Amps,Phase A Max Amps,Phase C-A Voltage THD,Phase A Harmonic Current (A),Phase C-A V-Harmonic 2nd,Phase C-A V-Harmonic 3rd,Phase C-A V-Harmonic 4th,Phase C-A V-Harmonic 5th,Phase C-A V-Harmonic 6th,Phase C-A V-Harmonic 7th,Phase C-A V-Harmonic 8th,Phase C-A V-Harmonic 9th,Phase C-A V-Harmonic 10th,Phase C-A V-Harmonic 11th,Phase C-A V-Harmonic 12th,Phase C-A V-Harmonic 13th,Phase C-A V-Harmonic 14th,Phase C-A V-Harmonic 15th,Phase C-A V-Harmonic 16th,Phase C-A V-Harmonic 17th,Phase C-A V-Harmonic 18th,Phase C-A V-Harmonic 19th,Phase C-A V-Harmonic 20th,Phase C-A V-Harmonic 21st,Phase C-A V-Harmonic 22nd,Phase C-A V-Harmonic 23rd,Phase C-A V-Harmonic 24th,Phase C-A V-Harmonic 25th,Phase A I-Harmonic 2nd (A),Phase A I-Harmonic 3rd (A),Phase A I-Harmonic 4th (A),Phase A I-Harmonic 5th (A),Phase A I-Harmonic 6th (A),Phase A I-Harmonic 7th (A),Phase A I-Harmonic 8th (A),Phase A I-Harmonic 9th (A),Phase A I-Harmonic 10th (A),Phase A I-Harmonic 11th (A),Phase A I-Harmonic 12th (A),Phase A I-Harmonic 13th (A),Phase A I-Harmonic 14th (A),Phase A I-Harmonic 15th (A),Phase A I-Harmonic 16th (A),Phase A I-Harmonic 17th (A),Phase A I-Harmonic 18th (A),Phase A I-Harmonic 19th (A),Phase A I-Harmonic 20th (A),Phase A I-Harmonic 21st (A),Phase A I-Harmonic 22nd (A),Phase A I-Harmonic 23rd (A),Phase A I-Harmonic 24th (A),Phase A I-Harmonic 25th (A),Phase B-C Min Volts,Phase B-C Avg Volts,Phase B-C Max Volts,Phase B Min Amps,Phase B Avg Amps,Phase B Max Amps,Phase B-C Voltage THD,Phase B Harmonic Current (A),Phase B-C V-Harmonic 2nd,Phase B-C V-Harmonic 3rd,Phase B-C V-Harmonic 4th,Phase B-C V-Harmonic 5th,Phase B-C V-Harmonic 6th,Phase B-C V-Harmonic 7th,Phase B-C V-Harmonic 8th,Phase B-C V-Harmonic 9th,Phase B-C V-Harmonic 10th,Phase B-C V-Harmonic 11th,Phase B-C V-Harmonic 12th,Phase B-C V-Harmonic 13th,Phase B-C V-Harmonic 14th,Phase B-C V-Harmonic 15th,Phase B-C V-Harmonic 16th,Phase B-C V-Harmonic 17th,Phase B-C V-Harmonic 18th,Phase B-C V-Harmonic 19th,Phase B-C V-Harmonic 20th,Phase B-C V-Harmonic 21st,Phase B-C V-Harmonic 22nd,Phase B-C V-Harmonic 23rd,Phase B-C V-Harmonic 24th,Phase B-C V-Harmonic 25th,Phase B I-Harmonic 2nd (A),Phase B I-Harmonic 3rd (A),Phase B I-Harmonic 4th (A),Phase B I-Harmonic 5th (A),Phase B I-Harmonic 6th (A),Phase B I-Harmonic 7th (A),Phase B I-Harmonic 8th (A),Phase B I-Harmonic 9th (A),Phase B I-Harmonic 10th (A),Phase B I-Harmonic 11th (A),Phase B I-Harmonic 12th (A),Phase B I-Harmonic 13th (A),Phase B I-Harmonic 14th (A),Phase B I-Harmonic 15th (A),Phase B I-Harmonic 16th (A),Phase B I-Harmonic 17th (A),Phase B I-Harmonic 18th (A),Phase B I-Harmonic 19th (A),Phase B I-Harmonic 20th (A),Phase B I-Harmonic 21st (A),Phase B I-Harmonic 22nd (A),Phase B I-Harmonic 23rd (A),Phase B I-Harmonic 24th (A),Phase B I-Harmonic 25th (A),Phase A-B Min Volts,Phase A-B Avg Volts,Phase A-B Max Volts,Phase C Min Amps,Phase C Avg Amps,Phase C Max Amps,Phase A-B Voltage THD,Phase C Harmonic Current (A),Phase A-B V-Harmonic 2nd,Phase A-B V-Harmonic 3rd,Phase A-B V-Harmonic 4th,Phase A-B V-Harmonic 5th,Phase A-B V-Harmonic 6th,Phase A-B V-Harmonic 7th,Phase A-B V-Harmonic 8th,Phase A-B V-Harmonic 9th,Phase A-B V-Harmonic 10th,Phase A-B V-Harmonic 11th,Phase A-B V-Harmonic 12th,Phase A-B V-Harmonic 13th,Phase A-B V-Harmonic 14th,Phase A-B V-Harmonic 15th,Phase A-B V-Harmonic 16th,Phase A-B V-Harmonic 17th,Phase A-B V-Harmonic 18th,Phase A-B V-Harmonic 19th,Phase A-B V-Harmonic 20th,Phase A-B V-Harmonic 21st,Phase A-B V-Harmonic 22nd,Phase A-B V-Harmonic 23rd,Phase A-B V-Harmonic 24th,Phase A-B V-Harmonic 25th,Phase C I-Harmonic 2nd (A),Phase C I-Harmonic 3rd (A),Phase C I-Harmonic 4th (A),Phase C I-Harmonic 5th (A),Phase C I-Harmonic 6th (A),Phase C I-Harmonic 7th (A),Phase C I-Harmonic 8th (A),Phase C I-Harmonic 9th (A),Phase C I-Harmonic 10th (A),Phase C I-Harmonic 11th (A),Phase C I-Harmonic 12th (A),Phase C I-Harmonic 13th (A),Phase C I-Harmonic 14th (A),Phase C I-Harmonic 15th (A),Phase C I-Harmonic 16th (A),Phase C I-Harmonic 17th (A),Phase C I-Harmonic 18th (A),Phase C I-Harmonic 19th (A),Phase C I-Harmonic 20th (A),Phase C I-Harmonic 21st (A),Phase C I-Harmonic 22nd (A),Phase C I-Harmonic 23rd (A),Phase C I-Harmonic 24th (A),Phase C I-Harmonic 25th (A),Total Apparent Power (VA),Total PF (Lagging is +),Total Real Power (W),Total Reactive Power (VAR),Min Frequency (Hz),Avg Frequency (Hz),Max Frequency (Hz)
24-Jul-2018 09:40:00,10.000,Y,115.78,116.86,117.36,3.52,8.80,15.38,2.27%,2.02,0.12%,1.29%,0.04%,1.62%,0.03%,0.63%,0.02%,0.56%,0.02%,0.04%,0.02%,0.12%,0.01%,0.30%,0.01%,0.10%,0.01%,0.04%,0.01%,0.15%,0.01%,0.03%,0.01%,0.03%,0.02,1.43,0.01,0.78,0.01,0.70,0.01,0.65,0.01,0.44,0.01,0.33,0.01,0.30,0.01,0.22,0.01,0.14,0.01,0.13,0.01,0.09,0.00,0.07,115.86,116.86,117.38,0.35,0.67,1.28,2.25%,0.31,0.12%,1.26%,0.05%,1.72%,0.04%,0.53%,0.02%,0.41%,0.03%,0.10%,0.01%,0.12%,0.01%,0.18%,0.01%,0.05%,0.01%,0.05%,0.01%,0.07%,0.01%,0.03%,0.01%,0.05%,0.01,0.23,0.01,0.16,0.01,0.10,0.01,0.05,0.00,0.01,0.00,0.03,0.00,0.03,0.00,0.02,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.01,231.62,232.94,233.64,0.00,0.00,0.00,2.25%,0.00,0.12%,1.27%,0.04%,1.67%,0.03%,0.58%,0.02%,0.49%,0.02%,0.03%,0.01%,0.09%,0.01%,0.23%,0.01%,0.06%,0.01%,0.01%,0.01%,0.11%,0.01%,0.01%,0.01%,0.02%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1104,-0.938,1056,-60,59.93,60.00,60.05
24-Jul-2018 09:50:00,10.000,Y,116.14,117.58,118.16,3.51,4.67,16.59,2.25%,1.98,0.13%,1.29%,0.05%,1.57%,0.03%,0.62%,0.03%,0.59%,0.02%,0.06%,0.02%,0.11%,0.01%,0.31%,0.01%,0.12%,0.01%,0.04%,0.01%,0.15%,0.01%,0.04%,0.01%,0.03%,0.02,1.40,0.01,0.76,0.01,0.68,0.01,0.66,0.01,0.44,0.01,0.31,0.01,0.29,0.01,0.22,0.01,0.14,0.01,0.12,0.01,0.09,0.01,0.07,116.08,117.24,117.96,0.34,0.42,0.48,2.25%,0.23,0.13%,1.26%,0.05%,1.71%,0.04%,0.52%,0.03%,0.44%,0.03%,0.09%,0.02%,0.11%,0.01%,0.19%,0.01%,0.06%,0.01%,0.06%,0.01%,0.08%,0.01%,0.03%,0.01%,0.05%,0.01,0.19,0.01,0.10,0.01,0.08,0.01,0.04,0.00,0.02,0.00,0.02,0.00,0.02,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.01,232.08,234.02,234.78,0.00,0.00,0.00,2.24%,0.00,0.13%,1.27%,0.05%,1.64%,0.03%,0.57%,0.02%,0.51%,0.03%,0.04%,0.02%,0.07%,0.01%,0.25%,0.01%,0.08%,0.01%,0.02%,0.01%,0.11%,0.01%,0.02%,0.01%,0.03%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600,0.894,528,24,59.95,60.00,60.05
24-Jul-2018 10:00:00,10.000,Y,115.42,117.22,117.98,3.51,4.36,16.63,2.30%,2.04,0.12%,1.35%,0.04%,1.58%,0.03%,0.66%,0.02%,0.59%,0.02%,0.06%,0.02%,0.13%,0.01%,0.33%,0.01%,0.12%,0.01%,0.04%,0.01%,0.16%,0.01%,0.03%,0.01%,0.04%,0.02,1.45,0.01,0.77,0.01,0.70,0.01,0.69,0.01,0.47,0.01,0.33,0.01,0.31,0.01,0.23,0.01,0.15,0.01,0.13,0.01,0.10,0.01,0.08,116.28,117.28,117.72,0.34,0.42,0.48,2.29%,0.23,0.12%,1.29%,0.05%,1.72%,0.03%,0.57%,0.03%,0.43%,0.03%,0.10%,0.01%,0.12%,0.01%,0.19%,0.01%,0.06%,0.02%,0.06%,0.01%,0.10%,0.01%,0.02%,0.01%,0.06%,0.01,0.19,0.01,0.10,0.01,0.08,0.01,0.04,0.00,0.02,0.00,0.02,0.00,0.02,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.01,231.68,233.70,234.66,0.00,0.00,0.00,2.28%,0.00,0.12%,1.32%,0.05%,1.65%,0.03%,0.61%,0.02%,0.51%,0.02%,0.04%,0.01%,0.08%,0.01%,0.25%,0.01%,0.08%,0.01%,0.02%,0.01%,0.12%,0.01%,0.02%,0.01%,0.03%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,552,0.845,480,36,59.94,59.99,60.08
24-Jul-2018 10:10:00,10.000,Y,115.68,116.92,117.56,3.97,4.84,11.50,2.24%,2.06,0.11%,1.30%,0.04%,1.52%,0.03%,0.69%,0.02%,0.59%,0.02%,0.06%,0.01%,0.10%,0.01%,0.31%,0.01%,0.11%,0.01%,0.04%,0.01%,0.15%,0.01%,0.03%,0.01%,0.04%,0.02,1.45,0.01,0.80,0.01,0.72,0.01,0.69,0.01,0.45,0.01,0.32,0.01,0.30,0.01,0.22,0.01,0.14,0.01,0.14,0.01,0.10,0.00,0.08,115.42,116.76,117.66,0.34,0.52,3.07,2.32%,0.26,0.11%,1.35%,0.05%,1.71%,0.04%,0.56%,0.03%,0.42%,0.03%,0.11%,0.01%,0.14%,0.01%,0.21%,0.01%,0.07%,0.01%,0.06%,0.01%,0.10%,0.01%,0.03%,0.01%,0.06%,0.01,0.20,0.01,0.12,0.01,0.09,0.00,0.05,0.00,0.02,0.00,0.02,0.00,0.02,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.01,230.34,232.90,234.12,0.00,0.00,0.00,2.26%,0.00,0.11%,1.33%,0.05%,1.62%,0.03%,0.61%,0.02%,0.50%,0.02%,0.04%,0.01%,0.08%,0.01%,0.25%,0.01%,0.08%,0.01%,0.02%,0.01%,0.12%,0.01%,0.02%,0.01%,0.03%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,624,0.880,552,24,59.94,60.00,60.04
24-Jul-2018 10:20:00,10.000,Y,115.62,116.74,117.34,3.95,4.61,15.20,2.23%,1.95,0.13%,1.30%,0.05%,1.51%,0.03%,0.69%,0.02%,0.58%,0.02%,0.05%,0.01%,0.10%,0.01%,0.29%,0.01%,0.10%,0.01%,0.04%,0.01%,0.14%,0.01%,0.04%,0.01%,0.04%,0.02,1.39,0.01,0.76,0.01,0.67,0.01,0.65,0.01,0.43,0.01,0.29,0.01,0.27,0.01,0.20,0.01,0.13,0.01,0.13,0.01,0.10,0.00,0.07,115.42,116.48,117.06,0.63,0.73,1.27,2.39%,0.33,0.12%,1.40%,0.05%,1.74%,0.04%,0.61%,0.03%,0.46%,0.03%,0.10%,0.01%,0.14%,0.01%,0.23%,0.01%,0.07%,0.01%,0.06%,0.01%,0.09%,0.01%,0.04%,0.01%,0.07%,0.01,0.24,0.01,0.18,0.01,0.11,0.01,0.06,0.00,0.01,0.00,0.03,0.00,0.03,0.00,0.02,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.01,231.14,232.44,233.06,0.00,0.00,0.00,2.29%,0.00,0.12%,1.35%,0.05%,1.62%,0.03%,0.64%,0.02%,0.51%,0.02%,0.05%,0.01%,0.09%,0.01%,0.26%,0.01%,0.08%,0.01%,0.01%,0.01%,0.11%,0.01%,0.03%,0.01%,0.03%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,624,0.881,552,24,59.96,60.00,60.04
24-Jul-2018 10:30:00,10.000,Y,114.68,116.50,117.28,3.94,4.54,10.91,2.24%,1.99,0.13%,1.36%,0.05%,1.46%,0.03%,0.71%,0.02%,0.59%,0.02%,0.06%,0.02%,0.11%,0.02%,0.29%,0.01%,0.10%,0.01%,0.04%,0.01%,0.14%,0.01%,0.04%,0.01%,0.04%,0.02,1.42,0.01,0.77,0.01,0.69,0.01,0.67,0.01,0.44,0.01,0.30,0.01,0.29,0.01,0.21,0.01,0.14,0.01,0.14,0.01,0.11,0.01,0.08,114.68,116.22,116.76,0.64,0.74,1.24,2.38%,0.33,0.13%,1.40%,0.05%,1.72%,0.04%,0.64%,0.03%,0.47%,0.02%,0.09%,0.02%,0.15%,0.02%,0.21%,0.01%,0.08%,0.01%,0.06%,0.01%,0.11%,0.01%,0.04%,0.01%,0.07%,0.00,0.24,0.00,0.18,0.00,0.11,0.00,0.05,0.00,0.01,0.00,0.03,0.00,0.03,0.00,0.03,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.01,228.86,231.94,232.78,0.00,0.00,0.00,2.30%,0.00,0.13%,1.38%,0.05%,1.59%,0.03%,0.66%,0.02%,0.52%,0.02%,0.04%,0.02%,0.11%,0.02%,0.25%,0.01%,0.08%,0.01%,0.02%,0.01%,0.12%,0.01%,0.02%,0.01%,0.04%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,612,0.878,540,24,59.95,60.00,60.08
24-Jul-2018 10:40:00,10.000,Y,115.36,116.68,117.32,4.24,4.80,11.16,2.24%,2.22,0.12%,1.37%,0.04%,1.43%,0.03%,0.71%,0.02%,0.63%,0.02%,0.09%,0.01%,0.11%,0.01%,0.30%,0.01%,0.12%,0.01%,0.04%,0.01%,0.14%,0.01%,0.04%,0.01%,0.03%,0.02,1.57,0.01,0.86,0.01,0.76,0.01,0.75,0.01,0.50,0.01,0.34,0.01,0.32,0.01,0.23,0.01,0.15,0.01,0.15,0.01,0.12,0.01,0.08,113.82,115.04,116.22,0.63,0.74,1.21,2.44%,0.34,0.12%,1.50%,0.05%,1.73%,0.04%,0.60%,0.03%,0.43%,0.02%,0.11%,0.02%,0.18%,0.02%,0.22%,0.01%,0.07%,0.01%,0.05%,0.01%,0.11%,0.01%,0.04%,0.01%,0.06%,0.01,0.25,0.01,0.19,0.01,0.12,0.01,0.06,0.01,0.01,0.00,0.02,0.00,0.03,0.00,0.03,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.01,229.58,230.94,232.02,0.00,0.00,0.00,2.32%,0.00,0.12%,1.43%,0.04%,1.58%,0.03%,0.64%,0.02%,0.53%,0.02%,0.03%,0.01%,0.12%,0.01%,0.26%,0.01%,0.09%,0.01%,0.01%,0.01%,0.12%,0.01%,0.02%,0.01%,0.03%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,648,0.870,564,12,59.94,60.00,60.05
24-Jul-2018 10:50:00,10.000,Y,115.24,116.38,116.90,4.02,4.50,10.65,2.25%,2.23,0.11%,1.38%,0.04%,1.47%,0.03%,0.69%,0.02%,0.61%,0.02%,0.06%,0.01%,0.11%,0.01%,0.29%,0.01%,0.10%,0.01%,0.03%,0.01%,0.14%,0.01%,0.04%,0.01%,0.04%,0.02,1.62,0.01,0.87,0.01,0.73,0.01,0.71,0.01,0.47,0.01,0.32,0.01,0.30,0.01,0.22,0.01,0.15,0.01,0.15,0.01,0.12,0.00,0.09,114.04,115.50,116.50,0.66,0.76,1.24,2.44%,0.35,0.11%,1.48%,0.05%,1.75%,0.04%,0.60%,0.03%,0.44%,0.02%,0.12%,0.01%,0.18%,0.02%,0.23%,0.01%,0.06%,0.01%,0.06%,0.01%,0.12%,0.01%,0.04%,0.01%,0.06%,0.01,0.25,0.01,0.19,0.01,0.12,0.01,0.07,0.00,0.01,0.00,0.02,0.00,0.03,0.00,0.03,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.01,229.32,231.10,232.28,0.00,0.00,0.00,2.33%,0.00,0.11%,1.43%,0.05%,1.61%,0.03%,0.63%,0.02%,0.52%,0.02%,0.03%,0.01%,0.12%,0.01%,0.26%,0.01%,0.08%,0.01%,0.02%,0.01%,0.13%,0.01%,0.02%,0.01%,0.03%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,612,0.901,528,12,59.94,59.99,60.04
24-Jul-2018 11:00:00,10.000,Y,114.42,115.74,116.54,3.99,4.22,4.59,2.25%,2.00,0.13%,1.39%,0.05%,1.46%,0.03%,0.69%,0.02%,0.60%,0.02%,0.05%,0.02%,0.11%,0.01%,0.29%,0.01%,0.09%,0.01%,0.02%,0.01%,0.14%,0.01%,0.04%,0.01%,0.04%,0.02,1.47,0.01,0.77,0.01,0.65,0.01,0.64,0.01,0.42,0.01,0.28,0.01,0.28,0.01,0.21,0.01,0.14,0.01,0.15,0.01,0.11,0.00,0.08,113.74,115.30,116.44,0.66,0.75,1.24,2.30%,0.35,0.13%,1.40%,0.05%,1.63%,0.03%,0.58%,0.03%,0.43%,0.03%,0.10%,0.02%,0.15%,0.01%,0.20%,0.01%,0.06%,0.01%,0.05%,0.01%,0.09%,0.01%,0.03%,0.01%,0.06%,0.01,0.25,0.01,0.19,0.01,0.12,0.01,0.07,0.00,0.00,0.00,0.02,0.00,0.03,0.00,0.03,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.01,228.50,230.28,231.90,0.00,0.00,0.00,2.26%,0.00,0.13%,1.39%,0.05%,1.55%,0.03%,0.63%,0.02%,0.51%,0.02%,0.04%,0.02%,0.11%,0.01%,0.24%,0.01%,0.07%,0.01%,0.02%,0.01%,0.11%,0.01%,0.02%,0.01%,0.03%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,576,0.873,492,12,59.95,60.00,60.05
24-Jul-2018 11:10:00,10.000,Y,114.58,115.74,116.44,3.98,4.45,10.83,2.27%,2.17,0.13%,1.47%,0.05%,1.41%,0.03%,0.70%,0.02%,0.61%,0.02%,0.06%,0.02%,0.10%,0.01%,0.29%,0.01%,0.10%,0.01%,0.03%,0.01%,0.15%,0.01%,0.04%,0.01%,0.04%,0.02,1.58,0.01,0.84,0.01,0.71,0.01,0.70,0.01,0.46,0.01,0.31,0.01,0.31,0.01,0.23,0.01,0.16,0.01,0.16,0.01,0.12,0.01,0.08,114.58,115.90,116.40,0.65,0.76,1.34,2.29%,0.35,0.13%,1.44%,0.05%,1.60%,0.03%,0.60%,0.03%,0.42%,0.03%,0.10%,0.02%,0.14%,0.01%,0.20%,0.01%,0.06%,0.01%,0.05%,0.01%,0.09%,0.01%,0.03%,0.01%,0.07%,0.01,0.26,0.01,0.19,0.01,0.12,0.01,0.07,0.01,0.00,0.00,0.02,0.00,0.03,0.00,0.03,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.01,228.40,230.86,231.72,0.00,0.00,0.00,2.27%,0.00,0.13%,1.45%,0.05%,1.50%,0.03%,0.64%,0.02%,0.51%,0.02%,0.04%,0.02%,0.10%,0.01%,0.24%,0.01%,0.07%,0.01%,0.02%,0.01%,0.12%,0.01%,0.01%,0.01%,0.03%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600,0.907,516,12,59.95,60.00,60.05
24-Jul-2018 11:20:00,10.000,Y,115.08,116.14,116.76,4.28,4.46,10.68,2.28%,2.19,0.11%,1.49%,0.04%,1.38%,0.03%,0.72%,0.02%,0.62%,0.02%,0.05%,0.01%,0.11%,0.01%,0.30%,0.01%,0.11%,0.01%,0.04%,0.01%,0.16%,0.01%,0.04%,0.01%,0.04%,0.02,1.58,0.01,0.85,0.01,0.72,0.01,0.71,0.01,0.48,0.01,0.33,0.01,0.33,0.01,0.25,0.01,0.16,0.01,0.15,0.00,0.11,0.00,0.07,114.40,115.76,116.26,0.65,0.74,1.23,2.30%,0.33,0.11%,1.46%,0.05%,1.57%,0.03%,0.62%,0.03%,0.44%,0.02%,0.10%,0.01%,0.15%,0.01%,0.20%,0.01%,0.06%,0.01%,0.04%,0.01%,0.08%,0.01%,0.03%,0.01%,0.06%,0.01,0.25,0.01,0.18,0.01,0.11,0.01,0.06,0.00,0.00,0.00,0.03,0.00,0.03,0.00,0.03,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.01,229.40,231.14,232.00,0.00,0.00,0.00,2.27%,0.00,0.11%,1.47%,0.04%,1.47%,0.03%,0.67%,0.02%,0.53%,0.02%,0.04%,0.01%,0.10%,0.01%,0.25%,0.01%,0.08%,0.01%,0.01%,0.01%,0.12%,0.01%,0.01%,0.01%,0.03%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600,0.865,516,12,59.95,59.99,60.05
24-Jul-2018 11:30:00,10.000,Y,114.18,115.96,116.70,3.95,4.33,5.32,2.29%,2.11,0.13%,1.53%,0.04%,1.36%,0.03%,0.71%,0.02%,0.61%,0.02%,0.05%,0.02%,0.12%,0.01%,0.30%,0.01%,0.11%,0.01%,0.04%,0.01%,0.15%,0.01%,0.05%,0.01%,0.03%,0.01,1.52,0.01,0.80,0.01,0.69,0.01,0.69,0.01,0.46,0.01,0.33,0.01,0.31,0.01,0.23,0.01,0.14,0.01,0.13,0.01,0.09,0.00,0.06,113.72,114.96,115.94,0.66,0.75,1.34,2.28%,0.34,0.13%,1.47%,0.04%,1.52%,0.03%,0.63%,0.02%,0.44%,0.02%,0.11%,0.02%,0.15%,0.01%,0.18%,0.01%,0.05%,0.01%,0.05%,0.01%,0.08%,0.01%,0.02%,0.01%,0.05%,0.00,0.25,0.00,0.18,0.00,0.11,0.00,0.06,0.00,0.00,0.00,0.03,0.00,0.03,0.00,0.03,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.01,227.32,230.14,231.70,0.00,0.00,0.00,2.27%,0.00,0.13%,1.50%,0.04%,1.44%,0.03%,0.67%,0.02%,0.52%,0.02%,0.04%,0.02%,0.11%,0.01%,0.24%,0.01%,0.07%,0.01%,0.02%,0.01%,0.11%,0.01%,0.02%,0.01%,0.03%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,588,0.869,504,12,59.94,60.00,60.05
